collision_type,long,lat,neighbourhood,num_of_collisions
Property Damage,-79.1405184497834,43.7887273863487,West Rouge (143),731
Property Damage,-79.3920735884119,43.6558035389212,Kensington-Chinatown (78),1099
Property Damage,-79.4881156252799,43.6395574051761,Stonegate-Queensway (16),1188
Property Damage,-79.3200946145948,43.799482998962,L'Amoreaux West (147),520
Personal Injury,-79.4424156196939,43.6763310705415,Corso Italia-Davenport (92),616
Personal Injury,-79.2266842183209,43.8051765756705,Malvern West (145),647
Property Damage,-79.4424156196939,43.6763310705415,Corso Italia-Davenport (92),616
Personal Injury,-79.2701285275842,43.7374475901977,Ionview (125),310
Personal Injury,-79.5567059677082,43.6369232704231,Islington (158),782
Property Damage,-79.3944158176362,43.7120648215482,North Toronto (173),235
Property Damage,-79.2763753697538,43.7878489715817,Agincourt South-Malvern West (128),1101
Personal Injury,-79.4918693979355,43.6132781693122,Mimico-Queensway (160),760
Property Damage,-79.40862386326,43.7639221015858,East Willowdale (152),654
Property Damage,-79.488969573062107,43.7800449427342,York University Heights (27),1707
Personal Injury,-79.3487341772158,43.7790794117589,Don Valley Village (47),655
Property Damage,-79.4090281851341,43.7053577501602,Yonge-Eglinton (100),609
Property Damage,-79.332021211168,43.7225826665136,Flemingdon Park (44),463
Property Damage,-79.5428697960104,43.6886140342501,Willowridge-Martingrove-Richview (7),579
Property Damage,-79.5672464334469,43.6445465877102,Etobicoke West Mall (13),278
Property Damage,-79.4165578552497,43.774200709887,Willowdale West (37),553
Property Damage,-79.2542148158456,43.7795826394191,Woburn North (142),977
Property Damage,-79.5274094920626,43.6841481634324,Humber Heights-Westmount (8),407
Personal Injury,-79.3326974794857,43.7595130942465,Fenside-Parkwoods (150),487
Property Damage,-79.434001666274,43.7373482720055,Lansing-Westgate (38),611
Property Damage,-79.3673634572141,43.6627628141646,Cabbagetown-South St.James Town (71),567
Property Damage,-79.5544125743209,43.7176173608868,Elms-Old Rexdale (5),380
Personal Injury,-79.4318681772071,43.6380183023683,South Parkdale (85),1062
Property Damage,-79.3563254389634,43.6583608109463,Regent Park (72),406
Fail to Remain,-79.3922869773838,43.6562609820821,Kensington-Chinatown (78),1099
Property Damage,-79.3058464597599,43.7069448005258,O'Connor-Parkview (54),578
Personal Injury,-79.2401848341232,43.7566557631104,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.4859536071443,43.6256967987309,Humber Bay Shores (161),383
Property Damage,-79.2457765087879,43.7533107340406,Bendale South (157),487
Property Damage,-79.2863245345961,43.6728869794328,The Beaches (63),1156
Property Damage,-79.3844122111143,43.657301606922,Yonge-Bay Corridor (170),1080
Property Damage,-79.4124750669249,43.7603510877936,Lansing-Westgate (38),611
Property Damage,-79.289856400502,43.8067923177754,Milliken (130),1425
Property Damage,-79.2567863757782,43.6975483000966,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.4129009579966,43.7692680451626,Willowdale West (37),553
Property Damage,-79.2512960338484,43.7187576896613,Cliffcrest (123),715
Property Damage,-79.3863917105371,43.7475650444089,Bridle Path-Sunnybrook-York Mills (41),631
Fail to Remain,-79.4231320517091,43.6813287132691,Wychwood (94),619
Property Damage,-79.399559540195,43.7122821480621,North Toronto (173),235
Fail to Remain,-79.460014301463,43.6741888516377,Weston-Pelham Park (91),452
Property Damage,-79.4714631278161,43.729598185682,Downsview (155),810
Fail to Remain,-79.2539576285991,43.724821404674,Kennedy Park (124),679
Fail to Remain,-79.364026665245,43.6512673380039,Moss Park (73),1186
Personal Injury,-79.4025114591847,43.7262833952151,Lawrence Park North (105),546
Personal Injury,-79.4040068453989,43.6471820989118,Wellington Place (164),1146
Property Damage,-79.4901604448764,43.6964229496203,Brookhaven-Amesbury (30),711
Fail to Remain,-79.534012604925,43.5943549409046,Long Branch (19),400
Property Damage,-79.4632381047369,43.7226912219741,Yorkdale-Glen Park (31),1207
Property Damage,-79.4133657763627,43.726158762422,Lawrence Park North (105),546
Property Damage,-79.2972267332485,43.7369404954985,Wexford/Maryvale (119),1973
Personal Injury,-79.3642242471235,43.7709201605089,Henry Farm (53),584
Property Damage,-79.2864080791869,43.788020947023,Agincourt South-Malvern West (128),1101
Property Damage,-79.432910208117,43.7879208326727,Newtonbrook West (36),828
Property Damage,-79.2922148675538,43.814572938966,Milliken (130),1425
Fail to Remain,-79.5237167798225,43.7075444771084,Weston (113),594
Property Damage,-79.4967670461971,43.7233510848962,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.3980784154111,43.7883675630597,Newtonbrook East (50),719
Property Damage,-79.6220213126909,43.7468697853374,West Humber-Clairville (1),2728
Property Damage,-79.2047513184113,43.7903278642204,Morningside (135),475
Fail to Remain,-79.3544340532971,43.7579434151619,St.Andrew-Windfields (40),666
Fail to Remain,-79.283246606962,43.7717267995564,Dorset Park (126),1208
Property Damage,-79.5712877095124,43.6718264203028,Eringate-Centennial-West Deane (11),484
Property Damage,-79.5027037625159,43.7030316246327,Brookhaven-Amesbury (30),711
Property Damage,-79.4259278216124,43.7581813665401,Lansing-Westgate (38),611
Property Damage,-79.4131910470889,43.7769195136504,Yonge-Doris (151),412
Property Damage,-79.402703523942,43.6668992653118,University (79),592
Property Damage,-79.4087769152112,43.6642133764752,University (79),592
Property Damage,-79.2762837026054,43.7532209378071,Dorset Park (126),1208
Property Damage,-79.2262496206127,43.7621950506707,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.504594103074,43.7058227663392,Rustic (28),275
Property Damage,-79.3191761570001,43.7669188864025,Wexford/Maryvale (119),1973
Property Damage,-79.380671248531,43.6557678832919,Downtown Yonge East (168),975
Personal Injury,-79.4296950580054,43.6450906155623,Little Portugal (84),624
Property Damage,-79.3532545147833,43.6772975361706,Playter Estates-Danforth (67),271
Property Damage,-79.355056520347,43.6769379151589,North Riverdale (68),558
Fail to Remain,-79.435907920965093,43.6795413288542,Wychwood (94),619
Property Damage,-79.4326012224204,43.7314960979483,Bedford Park-Nortown (39),1105
Fail to Remain,-79.271113772015,43.7141520985682,Clairlea-Birchmount (120),1510
Property Damage,-79.6292202258922,43.7440835729242,West Humber-Clairville (1),2728
Fail to Remain,-79.5907484765291,43.6833320779909,West Humber-Clairville (1),2728
Fail to Remain,-79.6075728173062,43.7386130614388,West Humber-Clairville (1),2728
Personal Injury,-79.1715149465189,43.7944376574535,Highland Creek (134),447
Property Damage,-79.4472295046152,43.6717261337915,Junction-Wallace Emerson (171),783
Property Damage,-79.4179032013774,43.7278948846278,Bedford Park-Nortown (39),1105
Property Damage,-79.3362326479353,43.7728897044737,Henry Farm (53),584
Personal Injury,-79.3763440126062,43.6958219259284,Leaside-Bennington (56),834
Personal Injury,-79.4384779660677,43.7554521920272,Bathurst Manor (34),619
Fail to Remain,-79.3922228192245,43.638447502149,Harbourfront-CityPlace (165),830
Property Damage,-79.4449295472589,43.7840761440896,Newtonbrook West (36),828
Fail to Remain,-79.2414134347869,43.7247444585647,Cliffcrest (123),715
Property Damage,-79.6086456860212,43.7444588390759,West Humber-Clairville (1),2728
Property Damage,-79.4332797189222,43.6377371127559,South Parkdale (85),1062
Personal Injury,-79.5112746875134,43.7318105902455,Oakdale-Beverley Heights (154),842
Fail to Remain,-79.2870841334199,43.6805337410652,East End-Danforth (62),896
Fail to Remain,-79.4465170446884,43.7156093892898,Yorkdale-Glen Park (31),1207
Property Damage,-79.5079994061184,43.6480953274094,Stonegate-Queensway (16),1188
Property Damage,-79.2768232197075,43.7329873009003,Ionview (125),310
Personal Injury,-79.3400605280688,43.6506493550404,South Riverdale (70),1798
Property Damage,-79.2968316228133,43.7829722106407,Tam O'Shanter-Sullivan (118),841
Property Damage,-79.222257487938,43.7510203950854,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.3901961495879,43.6713506970491,Annex (95),1286
Fail to Remain,-79.4099430692078,43.6459907209836,West Queen West (162),577
Fail to Remain,-79.3381937706057,43.76456620494,Fenside-Parkwoods (150),487
Property Damage,-79.2572783726092,43.7873864012501,Agincourt South-Malvern West (128),1101
Personal Injury,-79.3234777384278,43.6677326776924,Greenwood-Coxwell (65),604
Personal Injury,-79.617873592066,43.7350324326715,West Humber-Clairville (1),2728
Personal Injury,-79.4534942264764,43.6949725607707,Caledonia-Fairbank (109),407
Personal Injury,-79.222257487938,43.7510203950854,Golfdale-Cedarbrae-Woburn (141),1005
Property Damage,-79.2456627871286,43.7826326735776,Agincourt South-Malvern West (128),1101
Fail to Remain,-79.4589149678089,43.7320863725529,Downsview (155),810
Property Damage,-79.3413273310183,43.6621238213137,South Riverdale (70),1798
Property Damage,-79.3826621294253,43.6508618968727,Yonge-Bay Corridor (170),1080
Property Damage,-79.3973775838363,43.7653604144883,East Willowdale (152),654
Personal Injury,-79.372232499654,43.6612207217903,Moss Park (73),1186
Property Damage,-79.4378278595845,43.7858803798093,Newtonbrook West (36),828
Property Damage,-79.5884076588862,43.7549537155976,Mount Olive-Silverstone-Jamestown (2),734
Property Damage,-79.4108056322888,43.7697225728661,East Willowdale (152),654
Property Damage,-79.2973100472669,43.6965184540082,Taylor-Massey (61),290
Property Damage,-79.4267149715675,43.7207089656455,Bedford Park-Nortown (39),1105
Property Damage,-79.1901506276144,43.8041572137838,West Rouge (143),731
Property Damage,-79.2876126812768,43.7278408506567,Wexford/Maryvale (119),1973
Property Damage,-79.3417787575356,43.7280588288329,Banbury-Don Mills (42),1218
Fail to Remain,-79.4138802538106,43.7034668357779,Forest Hill South (101),733
Fail to Remain,-79.402835307897,43.7274270082057,Lawrence Park North (105),546
Property Damage,-79.3682004880719,43.6737693189028,Cabbagetown-South St.James Town (71),567
Fail to Remain,-79.2928900251379,43.7376528927628,Wexford/Maryvale (119),1973
Fatal,-79.250219924082,43.7411327860613,Eglinton East (138),631
Fail to Remain,-79.499583901186,43.6190571441966,Mimico-Queensway (160),760
Property Damage,-79.393698656501,43.6493449716418,Wellington Place (164),1146
Property Damage,-79.4147218225445,43.6767347856338,Casa Loma (96),586
Property Damage,-79.3893803025136,43.6521453760611,Kensington-Chinatown (78),1099
Property Damage,-79.3351609066142,43.7560436174896,Parkwoods-O'Connor Hills (149),450
Fail to Remain,-79.3935927729493,43.7922915718959,Bayview Woods-Steeles (49),374
Personal Injury,-79.5401270639848,43.6150436891401,Alderwood (20),574
Property Damage,-79.5307870822314,43.7554720187462,Humbermede (22),576
Fail to Remain,-79.3044652388339,43.7189007370286,Victoria Village (43),558
Personal Injury,-79.5180199643634,43.6006762569384,New Toronto (18),448
Property Damage,-79.4119196192927,43.7930460139723,Newtonbrook East (50),719
Property Damage,-79.3703325208172,43.7679404706436,Bayview Village (52),752
Property Damage,-79.5089760602365,43.7223579229134,Oakdale-Beverley Heights (154),842
Property Damage,-79.4172215994108,43.7262383182024,Bedford Park-Nortown (39),1105
Property Damage,-79.5873079465997,43.6907811390621,West Humber-Clairville (1),2728
Fail to Remain,-79.4002056589476,43.6835205537957,Yonge-St.Clair (97),423
Personal Injury,-79.3020967851267,43.7233748357791,Clairlea-Birchmount (120),1510
Fail to Remain,-79.3622542578166,43.665028504465504,Cabbagetown-South St.James Town (71),567
Personal Injury,-79.4645540975131,43.6653982259026,Junction Area (90),863
Fail to Remain,-79.4536670109512,43.709055963594,Yorkdale-Glen Park (31),1207
Personal Injury,-79.4159980347347,43.7816314770614,Newtonbrook East (50),719
Personal Injury,-79.3981743649099,43.6483674916155,Wellington Place (164),1146
Property Damage,-79.4189091393469,43.6821824992603,Wychwood (94),619
Personal Injury,-79.5000484316203,43.703608393915,Brookhaven-Amesbury (30),711
Personal Injury,-79.3409739862264,43.7376895799902,Banbury-Don Mills (42),1218
Property Damage,-79.2990124829083,43.7849292893347,Tam O'Shanter-Sullivan (118),841
Personal Injury,-79.3019913374024,43.8261535820792,Milliken (130),1425
Property Damage,-79.3026415170411,43.7247168786578,Clairlea-Birchmount (120),1510
Property Damage,-79.4079012489734,43.6853422902468,Casa Loma (96),586
Property Damage,-79.2807217139777,43.7293583586519,Clairlea-Birchmount (120),1510
Fail to Remain,-79.4475903044185,43.7920190545919,Westminster-Branson (35),455
Property Damage,-79.3998736056059,43.7847054960309,Newtonbrook East (50),719
Fail to Remain,-79.5955624929388,43.6867511941472,West Humber-Clairville (1),2728
Fail to Remain,-79.3912820386474,43.6434150413592,Wellington Place (164),1146
Property Damage,-79.2944659989565,43.6712046507856,The Beaches (63),1156
Personal Injury,-79.1992385374754,43.7475007453251,Guildwood (140),279
Property Damage,-79.4556128737895,43.7596399404198,Bathurst Manor (34),619
Fail to Remain,-79.3962008765335,43.6961208678088,South Eglinton-Davisville (174),418
Fail to Remain,-79.4067219096808,43.7441433319926,St.Andrew-Windfields (40),666
Fail to Remain,-79.4008925424419,43.8022509482169,Newtonbrook East (50),719
Property Damage,-79.4292868577313,43.6623181556143,Dovercourt Village (172),539
Fail to Remain,-79.2376354712247,43.7998742110945,Malvern West (145),647
Property Damage,-79.3749675454664,43.6551430067869,Downtown Yonge East (168),975
Fail to Remain,-79.5579001515416,43.6156765884607,Etobicoke City Centre (159),1458
Property Damage,-79.5259662128529,43.7004991037135,Humber Heights-Westmount (8),407
Property Damage,-79.6028464081026,43.648615122442,Eringate-Centennial-West Deane (11),484
Fail to Remain,-79.3943686043086,43.6373174457104,Harbourfront-CityPlace (165),830
Property Damage,-79.4448318634612,43.6367910720843,South Parkdale (85),1062
Property Damage,-79.5551124370207,43.7150962086543,Elms-Old Rexdale (5),380
Property Damage,-79.2663881417043,43.7834588751367,Agincourt South-Malvern West (128),1101
Fail to Remain,-79.3051546313362,43.7971094983391,East L'Amoreaux (148),487
Personal Injury,-79.1964314073246,43.7661440681815,West Hill (136),1007
Property Damage,-79.4922130577224,43.7806330926278,York University Heights (27),1707
Property Damage,-79.5708278764142,43.6915877378211,West Humber-Clairville (1),2728
Property Damage,-79.4633182514201,43.6827693205343,Keelesdale-Eglinton West (110),628
Fail to Remain,-79.4481497420445,43.6768347438615,Corso Italia-Davenport (92),616
Property Damage,-79.2859914196509,43.7338957298095,Wexford/Maryvale (119),1973
Property Damage,-79.5054498477211,43.6486851853918,Kingsway South (15),389
Property Damage,-79.4905245084678,43.6641121588253,Runnymede-Bloor West Village (89),443
Personal Injury,-79.3253917984353,43.780345832268,L'Amoreaux West (147),520
Property Damage,-79.2340733729283,43.78562980406,Woburn North (142),977
Property Damage,-79.3951495482498,43.7265908558724,Lawrence Park South (103),695
Property Damage,-79.5688321708615,43.6780709531463,Willowridge-Martingrove-Richview (7),579
Fail to Remain,-79.4360040355657,43.7451597788854,Clanton Park (33),740
Property Damage,-79.3491531875473,43.7477011331879,Banbury-Don Mills (42),1218
Property Damage,-79.3815835898378,43.6579016227217,Downtown Yonge East (168),975
Property Damage,-79.3675402120434,43.6632001428825,Cabbagetown-South St.James Town (71),567
Fail to Remain,-79.4763008850717,43.6511290769863,High Park-Swansea (87),1261
Property Damage,-79.3837625531538,43.6557097782262,Yonge-Bay Corridor (170),1080
Fail to Remain,-79.379064715344,43.6719091380556,North St.James Town (74),308
Property Damage,-79.5721669510216,43.7008096409728,West Humber-Clairville (1),2728
Fail to Remain,-79.4466783824236,43.6842164963782,Corso Italia-Davenport (92),616
